time	50%	2.5%	97.5%
1	-4.44089209850063e-16	0	0	0
2	-4.44089209850063e-16	2.74246575342468	2.74246575342468	2.74246575342468
3	-4.44089209850063e-16	0	0	0
4	-4.44089209850063e-16	0	0	0
5	-4.44089209850063e-16	0	0	0
6	-4.44089209850063e-16	0	0	0
7	-4.44089209850063e-16	0	0	0
8	-4.44089209850063e-16	0	0	0
9	-4.44089209850063e-16	0	0	0
10	-4.44089209850063e-16	0	0	0
11	-4.44089209850063e-16	0	0	0
12	-4.44089209850063e-16	0	0	0
13	-4.44089209850063e-16	0	0	0
14	-4.44089209850063e-16	0	0	0
15	-4.44089209850063e-16	0	0	0
16	0.0301369863013696	3.16438356164381	3.16438356164381	3.16438356164381
17	0.0602739726027393	5.26027397260277	5.26027397260277	5.26027397260277
18	0.104109589041096	2.23561643835613	2.23561643835613	2.23561643835613
19	0.120547945205479	0.419178082191796	0.419178082191796	0.419178082191796
20	0.123287671232876	0.936986301369897	0.936986301369897	0.936986301369897
21	0.128767123287671	1.04109589041091	1.04109589041091	1.04109589041091
22	0.134246575342465	14.9589041095891	14.9589041095891	14.9589041095891
23	0.205479452054794	3.16438356164375	3.16438356164375	3.16438356164375
24	0.21917808219178	3.46575342465744	3.46575342465744	3.46575342465744
25	0.232876712328766	4.53698630137003	4.53698630137003	4.53698630137003
26	0.24931506849315	4.93150684931498	4.93150684931498	4.93150684931498
27	0.265753424657534	15.13698630137	15.13698630137	15.13698630137
28	0.312328767123287	1.92328767123263	1.92328767123263	1.92328767123263
29	0.317808219178081	8.28493150684945	8.28493150684945	8.28493150684945
30	0.33972602739726	7.15068493150692	7.15068493150692	7.15068493150692
31	0.33972602739726	0	0	0
32	0.356164383561643	7.64383561643822	7.64383561643822	7.64383561643822
33	0.372602739726027	6.79452054794523	6.79452054794523	6.79452054794523
34	0.386301369863013	7.23287671232856	7.23287671232856	7.23287671232856
35	0.399999999999999	7.68493150684935	7.68493150684935	7.68493150684935
36	0.413698630136985	1.63013698630143	1.63013698630143	1.63013698630143
37	0.416438356164383	5.17808219178101	5.17808219178101	5.17808219178101
38	0.424657534246575	32.8438356164381	32.8438356164381	32.8438356164381
39	0.473972602739725	13.4821917808218	13.4821917808218	13.4821917808218
40	0.493150684931506	20.3013698630131	20.3013698630131	20.3013698630131
41	0.520547945205478	8.54794520548011	8.54794520548011	8.54794520548011
42	0.531506849315068	13.4794520547939	13.4794520547939	13.4794520547939
43	0.547945205479451	9.43561643835651	9.43561643835651	9.43561643835651
44	0.55890410958904	7.42191780821865	7.42191780821865	7.42191780821865
45	0.567123287671231	2.59178082191832	2.59178082191832	2.59178082191832
46	0.569863013698629	4.39648317751562e-13	4.39648317751562e-13	4.39648317751562e-13
47	0.56986301369863	25.5205479452046	25.5205479452046	25.5205479452046
48	0.594520547945204	47.3863013698633	47.3863013698633	47.3863013698633
49	0.63835616438356	24.7232876712333	24.7232876712333	24.7232876712333
50	0.660273972602739	12.8876712328761	12.8876712328761	12.8876712328761
51	0.671232876712327	6.71232876712462	6.71232876712462	6.71232876712462
52	0.676712328767123	24.4520547945192	24.4520547945192	24.4520547945192
53	0.695890410958903	1.17772458452237e-12	1.17772458452237e-12	1.17772458452237e-12
54	0.695890410958904	18.8767123287666	18.8767123287666	18.8767123287666
55	0.70958904109589	50.9671232876699	50.9671232876699	50.9671232876699
56	0.745205479452053	28.4794520547949	28.4794520547949	28.4794520547949
57	0.764383561643834	42.1917808219173	42.1917808219173	42.1917808219173
58	0.791780821917806	34.9808219178088	34.9808219178088	34.9808219178088
59	0.813698630136985	13.5863013698635	13.5863013698635	13.5863013698635
60	0.821917808219177	60.9397260273972	60.9397260273972	60.9397260273972
61	0.857534246575341	29.0958904109584	29.0958904109584	29.0958904109584
62	0.873972602739725	8.12683254025615e-13	8.12683254025615e-13	8.12683254025615e-13
63	0.873972602739725	51.8082191780824	51.8082191780824	51.8082191780824
64	0.901369863013698	37.4547945205493	37.4547945205493	37.4547945205493
65	0.920547945205479	82.8493150684926	82.8493150684926	82.8493150684926
66	0.961643835616438	11.3972602739693	11.3972602739693	11.3972602739693
67	0.967123287671231	11.7534246575366	11.7534246575366	11.7534246575366
68	0.972602739726026	12.1150684931501	12.1150684931501	12.1150684931501
69	0.978082191780821	12.4821917808203	12.4821917808203	12.4821917808203
70	0.983561643835615	166.926027397261	166.926027397261	166.926027397261
71	1.05479452054794	96.410958904111	96.410958904111	96.410958904111
72	1.0958904109589	26.4657534246553	26.4657534246553	26.4657534246553
73	1.10684931506849	20.4246575342484	20.4246575342484	20.4246575342484
74	1.11506849315068	63.0246575342443	63.0246575342443	63.0246575342443
75	1.13972602739726	86.400000000002	86.400000000002	86.400000000002
76	1.17260273972603	59.1999999999998	59.1999999999998	59.1999999999998
77	1.1945205479452	104.613698630131	104.613698630131	104.613698630131
78	1.23287671232876	38.0136986301421	38.0136986301421	38.0136986301421
79	1.24657534246575	46.8493150684936	46.8493150684936	46.8493150684936
80	1.26301369863014	358.449315068493	358.449315068493	358.449315068493
81	1.38630136986301	110.147945205481	110.147945205481	110.147945205481
82	1.42465753424657	40.0821917808143	40.0821917808143	40.0821917808143
83	1.43835616438356	164.547945205483	164.547945205483	164.547945205483
84	1.4931506849315	25.3232876712324	25.3232876712324	25.3232876712324
85	1.5013698630137	173.150684931502	173.150684931502	173.150684931502
86	1.55616438356164	217.09589041096	217.09589041096	217.09589041096
87	1.62465753424657	79.8904109589099	79.8904109589099	79.8904109589099
88	1.64931506849315	555.172602739723	555.172602739723	555.172602739723
89	1.64931506849315	0	0	0
90	1.82191780821918	111.032876712329	111.032876712329	111.032876712329
91	1.85753424657534	8.65753424656864	8.65753424656864	8.65753424656864
92	1.86027397260274	1021.05479452055	1021.05479452055	1021.05479452055
93	2.1917808219178	306.868493150687	306.868493150687	306.868493150687
94	2.30410958904109	186.021917808216	186.021917808216	186.021917808216
95	2.37534246575342	424.408219178078	424.408219178078	424.408219178078
96	2.55342465753424	452.884931506852	452.884931506852	452.884931506852
97	2.76438356164383	786.556164383562	786.556164383562	786.556164383562
98	3.40547945205479	112.764383561645	112.764383561645	112.764383561645
