time	50%	2.5%	97.5%
1	-1e-50	0	0	0
2	0	1.99840144432528e-14	1.99840144432528e-14	1.99840144432528e-14
3	0	0	0	0
4	0	0	0	0
5	0	0	0	0
6	0	0	0	0
7	0	0	0	0
8	0	0	0	0
9	0	0	0	0
10	0	0	0	0
11	0	0	0	0
12	4.44089209850063e-16	5.12328767123287	5.12328767123287	5.12328767123287
13	0.0931506849315071	1.0849315068493	1.0849315068493	1.0849315068493
14	0.10958904109589	8.33424657534249	8.33424657534249	8.33424657534249
15	0.216438356164384	0.854794520547907	0.854794520547907	0.854794520547907
16	0.227397260273972	1.74520547945204	1.74520547945204	1.74520547945204
17	0.246575342465753	2.58904109589041	2.58904109589041	2.58904109589041
18	0.271232876712328	27.6164383561644	27.6164383561644	27.6164383561644
19	0.534246575342465	29.917808219178	29.917808219178	29.917808219178
20	0.783561643835615	9.6876712328767	9.6876712328767	9.6876712328767
21	0.854794520547944	5.03013698630115	5.03013698630115	5.03013698630115
22	0.88767123287671	14.0547945205482	14.0547945205482	14.0547945205482
23	0.969863013698629	4.68493150684932	4.68493150684932	4.68493150684932
24	0.994520547945204	4.02739726027375	4.02739726027375	4.02739726027375
25	1.01369863013698	22.7260273972604	22.7260273972604	22.7260273972604
26	1.12054794520548	10.7589041095892	10.7589041095892	10.7589041095892
27	1.16712328767123	1.38630136986273	1.38630136986273	1.38630136986273
28	1.17260273972602	48.4575342465755	48.4575342465755	48.4575342465755
29	1.35068493150685	60.4931506849317	60.4931506849317	60.4931506849317
30	1.56986301369863	14.7945205479447	14.7945205479447	14.7945205479447
31	1.61917808219178	3.56164383561599	3.56164383561599	3.56164383561599
32	1.63013698630137	3.84657534246652	3.84657534246652	3.84657534246652
33	1.64109589041096	7.24931506849258	7.24931506849258	7.24931506849258
34	1.66027397260274	4.44931506849421	4.44931506849421	4.44931506849421
35	1.67123287671233	170.424657534244	170.424657534244	170.424657534244
36	2.06301369863013	35.6712328767128	35.6712328767128	35.6712328767128
37	2.13972602739726	59.7917808219195	59.7917808219195	59.7917808219195
38	2.26027397260274	178.276712328766	178.276712328766	178.276712328766
39	2.65479452054794	135.931506849315	135.931506849315	135.931506849315
